"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 18 07:00:10 UTC 2026","Mon May 18 07:03:05 UTC 2026","175460","","","","","","Agent Signup - Email field validation on agent signup",""
"passed","Mon May 18 06:49:31 UTC 2026","Mon May 18 06:49:38 UTC 2026","6345","","","","","","Home Page - Navigate to best travel deals page",""
"broken","Mon May 18 07:32:49 UTC 2026","Mon May 18 07:35:36 UTC 2026","166268","","","","","","Home Page - Navigate to tours booking page",""
"passed","Mon May 18 06:48:55 UTC 2026","Mon May 18 06:49:11 UTC 2026","15976","","","","","","Home Page - Navigate to FAQ page",""
"passed","Mon May 18 06:49:50 UTC 2026","Mon May 18 06:49:57 UTC 2026","6674","","","","","","Home Page - Navigate to how to book page",""
"broken","Mon May 18 07:26:29 UTC 2026","Mon May 18 07:29:45 UTC 2026","196035","","","","","","Home Page - Change language to Russian",""
"passed","Mon May 18 06:50:17 UTC 2026","Mon May 18 06:50:24 UTC 2026","7543","","","","","","Home Page - Download app section is displayed",""
"passed","Mon May 18 06:49:11 UTC 2026","Mon May 18 06:49:18 UTC 2026","6642","","","","","","Home Page - Navigate to disruptions page",""
"broken","Mon May 18 07:00:10 UTC 2026","Mon May 18 07:03:07 UTC 2026","176531","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Mon May 18 07:20:36 UTC 2026","Mon May 18 07:23:31 UTC 2026","175217","","","","","","Home Page - Navigate to customer signup page",""
"broken","Mon May 18 07:29:23 UTC 2026","Mon May 18 07:32:10 UTC 2026","167869","","","","","","Home Page - Navigate to agent signup page",""
"passed","Mon May 18 06:48:32 UTC 2026","Mon May 18 06:48:55 UTC 2026","23266","","","","","","Home Page - Navigate to accessibility page",""
"broken","Mon May 18 07:03:07 UTC 2026","Mon May 18 07:06:02 UTC 2026","175059","","","","","","Agent Signup - Last name field validation on agent signup",""
"broken","Mon May 18 07:00:10 UTC 2026","Mon May 18 07:03:06 UTC 2026","176167","","","","","","Agent Signup - Password field validation on agent signup",""
"broken","Mon May 18 07:23:34 UTC 2026","Mon May 18 07:26:30 UTC 2026","175948","","","","","","Home Page - Navigate to terms of use page",""
"failed","Mon May 18 07:29:45 UTC 2026","Mon May 18 07:30:00 UTC 2026","14997","","","","","","Home Page - All quick search tabs are visible",""
"broken","Mon May 18 07:32:10 UTC 2026","Mon May 18 07:34:57 UTC 2026","166568","","","","","","Home Page - Navigate to flight booking page",""
"passed","Mon May 18 06:50:03 UTC 2026","Mon May 18 06:50:10 UTC 2026","6554","","","","","","Home Page - Navigate to investors page",""
"passed","Mon May 18 07:02:33 UTC 2026","Mon May 18 07:02:40 UTC 2026","7402","","","","","","Home Page - Navigate to blogs page",""
"broken","Mon May 18 07:30:12 UTC 2026","Mon May 18 07:32:59 UTC 2026","166981","","","","","","Home Page - Navigate to privacy policy page",""
"broken","Mon May 18 06:59:55 UTC 2026","Mon May 18 07:02:50 UTC 2026","175429","","","","","","Customer Signup - Successful customer signup",""
"broken","Mon May 18 07:23:31 UTC 2026","Mon May 18 07:26:29 UTC 2026","177992","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Mon May 18 06:48:32 UTC 2026","Mon May 18 06:48:53 UTC 2026","21492","","","","","","Home Page - Home page loads successfully",""
"broken","Mon May 18 07:02:49 UTC 2026","Mon May 18 07:05:44 UTC 2026","174871","","","","","","Customer Signup - First name field validation on customer signup",""
