"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 18 07:02:51 UTC 2026","Mon May 18 07:05:45 UTC 2026","174457","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Mon May 18 06:48:32 UTC 2026","Mon May 18 06:48:53 UTC 2026","21603","","","","","","Home Page - Header navigation links are present",""
"broken","Mon May 18 06:59:55 UTC 2026","Mon May 18 07:02:51 UTC 2026","176068","","","","","","Customer Signup - Last name field validation on customer signup",""
"broken","Mon May 18 07:20:36 UTC 2026","Mon May 18 07:23:32 UTC 2026","176213","","","","","","Home Page - Navigate to stays booking page",""
"passed","Mon May 18 06:56:09 UTC 2026","Mon May 18 06:56:16 UTC 2026","7171","","","","","","Home Page - Navigate to login page",""
"broken","Mon May 18 06:59:55 UTC 2026","Mon May 18 07:02:49 UTC 2026","174640","","","","","","Customer Signup - Password field validation on customer signup",""
"broken","Mon May 18 07:02:50 UTC 2026","Mon May 18 07:05:45 UTC 2026","174981","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"broken","Mon May 18 07:30:00 UTC 2026","Mon May 18 07:32:49 UTC 2026","168969","","","","","","Home Page - Navigate to become a supplier page",""
"passed","Mon May 18 06:49:18 UTC 2026","Mon May 18 06:49:25 UTC 2026","6919","","","","","","Home Page - Navigate to travel insurance page",""
"broken","Mon May 18 07:03:05 UTC 2026","Mon May 18 07:05:59 UTC 2026","174000","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"broken","Mon May 18 07:03:06 UTC 2026","Mon May 18 07:06:01 UTC 2026","174874","","","","","","Agent Signup - Successful agent signup",""
"broken","Mon May 18 07:26:55 UTC 2026","Mon May 18 07:30:12 UTC 2026","196351","","","","","","Home Page - Change currency to NGN",""
"passed","Mon May 18 06:49:57 UTC 2026","Mon May 18 06:50:03 UTC 2026","6267","","","","","","Home Page - Navigate to careers page",""
"broken","Mon May 18 07:26:30 UTC 2026","Mon May 18 07:29:23 UTC 2026","172968","","","","","","Home Page - Navigate to contact us page",""
"passed","Mon May 18 06:49:44 UTC 2026","Mon May 18 06:49:50 UTC 2026","6272","","","","","","Home Page - Navigate to file a claim page",""
"passed","Mon May 18 06:50:10 UTC 2026","Mon May 18 06:50:17 UTC 2026","6605","","","","","","Home Page - Navigate to affiliate program page",""
"broken","Mon May 18 07:23:32 UTC 2026","Mon May 18 07:26:55 UTC 2026","202956","","","","","","Home Page - Navigate to visa booking page",""
"broken","Mon May 18 07:32:59 UTC 2026","Mon May 18 07:35:45 UTC 2026","166902","","","","","","Home Page - Navigate to about us page",""
"broken","Mon May 18 07:20:36 UTC 2026","Mon May 18 07:23:34 UTC 2026","177628","","","","","","Home Page - Navigate to cars booking page",""
"passed","Mon May 18 06:49:25 UTC 2026","Mon May 18 06:49:31 UTC 2026","6699","","","","","","Home Page - Navigate to travel documents page",""
"passed","Mon May 18 06:49:38 UTC 2026","Mon May 18 06:49:44 UTC 2026","6437","","","","","","Home Page - Navigate to refund policy page",""
