"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 21 08:01:15 UTC 2026","Thu May 21 08:04:22 UTC 2026","186850","","","","","","Home Page - Navigate to refund policy page",""
"broken","Thu May 21 08:05:47 UTC 2026","Thu May 21 08:08:32 UTC 2026","165269","","","","","","Home Page - Navigate to cars booking page",""
"broken","Thu May 21 07:00:48 UTC 2026","Thu May 21 07:03:39 UTC 2026","170230","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"broken","Thu May 21 08:01:38 UTC 2026","Thu May 21 08:04:47 UTC 2026","189774","","","","","","Home Page - Change language to Russian",""
"broken","Thu May 21 08:04:47 UTC 2026","Thu May 21 08:07:53 UTC 2026","185434","","","","","","Home Page - Navigate to travel insurance page",""
"broken","Thu May 21 07:45:39 UTC 2026","Thu May 21 07:48:50 UTC 2026","191068","","","","","","Home Page - Navigate to careers page",""
"broken","Thu May 21 07:00:25 UTC 2026","Thu May 21 07:03:13 UTC 2026","167873","","","","","","Agent Signup - Last name field validation on agent signup",""
"broken","Thu May 21 06:57:36 UTC 2026","Thu May 21 07:00:25 UTC 2026","168939","","","","","","Agent Signup - Email field validation on agent signup",""
"broken","Thu May 21 07:00:52 UTC 2026","Thu May 21 07:03:45 UTC 2026","173148","","","","","","Customer Signup - Email field validation on customer signup",""
"broken","Thu May 21 06:57:36 UTC 2026","Thu May 21 07:00:25 UTC 2026","169376","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Thu May 21 07:54:45 UTC 2026","Thu May 21 07:57:31 UTC 2026","165463","","","","","","Home Page - Navigate to about us page",""
"broken","Thu May 21 07:52:12 UTC 2026","Thu May 21 07:55:01 UTC 2026","168779","","","","","","Home Page - Navigate to privacy policy page",""
"broken","Thu May 21 07:00:24 UTC 2026","Thu May 21 07:03:12 UTC 2026","168464","","","","","","Agent Signup - Successful agent signup",""
"broken","Thu May 21 07:49:00 UTC 2026","Thu May 21 07:52:12 UTC 2026","192872","","","","","","Home Page - Navigate to visa booking page",""
"broken","Thu May 21 07:52:36 UTC 2026","Thu May 21 07:55:44 UTC 2026","187487","","","","","","Home Page - Navigate to affiliate program page",""
"broken","Thu May 21 07:42:42 UTC 2026","Thu May 21 07:46:10 UTC 2026","207934","","","","","","Home Page - Navigate to accessibility page",""
"passed","Thu May 21 07:04:01 UTC 2026","Thu May 21 07:04:06 UTC 2026","5190","","","","","","Home Page - Navigate to login page",""
"broken","Thu May 21 06:57:55 UTC 2026","Thu May 21 07:00:52 UTC 2026","177430","","","","","","Customer Signup - Successful customer signup",""
"broken","Thu May 21 07:00:52 UTC 2026","Thu May 21 07:03:46 UTC 2026","173671","","","","","","Customer Signup - First name field validation on customer signup",""
"broken","Thu May 21 07:42:42 UTC 2026","Thu May 21 07:46:09 UTC 2026","206598","","","","","","Home Page - Navigate to best travel deals page",""
"broken","Thu May 21 07:00:25 UTC 2026","Thu May 21 07:03:12 UTC 2026","166999","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"broken","Thu May 21 06:57:36 UTC 2026","Thu May 21 07:00:24 UTC 2026","168100","","","","","","Agent Signup - Password field validation on agent signup",""
"broken","Thu May 21 07:46:10 UTC 2026","Thu May 21 07:49:00 UTC 2026","169458","","","","","","Home Page - Navigate to stays booking page",""
"broken","Thu May 21 07:46:09 UTC 2026","Thu May 21 07:49:21 UTC 2026","191841","","","","","","Home Page - Navigate to investors page",""
"broken","Thu May 21 08:07:53 UTC 2026","Thu May 21 08:10:56 UTC 2026","183516","","","","","","Home Page - Navigate to disruptions page",""
"broken","Thu May 21 08:07:10 UTC 2026","Thu May 21 08:10:13 UTC 2026","182724","","","","","","Home Page - Navigate to how to book page",""
"broken","Thu May 21 07:49:21 UTC 2026","Thu May 21 07:49:26 UTC 2026","5600","","","","","","Home Page - Download app section is displayed",""
"broken","Thu May 21 07:58:30 UTC 2026","Thu May 21 08:01:38 UTC 2026","187502","","","","","","Home Page - Navigate to FAQ page",""
"broken","Thu May 21 07:51:58 UTC 2026","Thu May 21 07:54:45 UTC 2026","167322","","","","","","Home Page - Navigate to tours booking page",""
"broken","Thu May 21 07:49:26 UTC 2026","Thu May 21 07:52:36 UTC 2026","190179","","","","","","Home Page - Change currency to NGN",""
"broken","Thu May 21 08:04:22 UTC 2026","Thu May 21 08:07:10 UTC 2026","168274","","","","","","Home Page - Navigate to cookies policy page",""
