"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 13 06:22:53 UTC 2026","Wed May 13 06:23:14 UTC 2026","20947","","","","","","Customer Signup - Password field validation on customer signup",""
"passed","Wed May 13 06:22:32 UTC 2026","Wed May 13 06:22:49 UTC 2026","17339","","","","","","Agent Signup - Email field validation on agent signup",""
"passed","Wed May 13 06:21:51 UTC 2026","Wed May 13 06:22:14 UTC 2026","23383","","","","","","Home Page - Navigate to accessibility page",""
"passed","Wed May 13 06:23:25 UTC 2026","Wed May 13 06:23:43 UTC 2026","18154","","","","","","Home Page - Navigate to privacy policy page",""
"passed","Wed May 13 06:23:08 UTC 2026","Wed May 13 06:23:27 UTC 2026","18806","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Wed May 13 06:24:06 UTC 2026","Wed May 13 06:24:25 UTC 2026","19282","","","","","","Home Page - Change currency to NGN",""
"passed","Wed May 13 06:24:17 UTC 2026","Wed May 13 06:24:35 UTC 2026","17555","","","","","","Home Page - Navigate to how to book page",""
"passed","Wed May 13 06:22:54 UTC 2026","Wed May 13 06:23:15 UTC 2026","20595","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Wed May 13 06:22:14 UTC 2026","Wed May 13 06:22:33 UTC 2026","18302","","","","","","Home Page - Navigate to FAQ page",""
"passed","Wed May 13 06:22:27 UTC 2026","Wed May 13 06:22:54 UTC 2026","26989","","","","","","Customer Signup - Successful customer signup",""
"passed","Wed May 13 06:22:33 UTC 2026","Wed May 13 06:22:51 UTC 2026","18249","","","","","","Home Page - Navigate to disruptions page",""
"passed","Wed May 13 06:24:35 UTC 2026","Wed May 13 06:24:53 UTC 2026","17785","","","","","","Home Page - Navigate to careers page",""
"passed","Wed May 13 06:22:51 UTC 2026","Wed May 13 06:23:09 UTC 2026","17907","","","","","","Home Page - Navigate to travel insurance page",""
"passed","Wed May 13 06:22:27 UTC 2026","Wed May 13 06:22:53 UTC 2026","25659","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"passed","Wed May 13 06:23:43 UTC 2026","Wed May 13 06:24:01 UTC 2026","18034","","","","","","Home Page - Navigate to terms of use page",""
"passed","Wed May 13 06:21:51 UTC 2026","Wed May 13 06:22:15 UTC 2026","24236","","","","","","Home Page - Header navigation links are present",""
"passed","Wed May 13 06:24:25 UTC 2026","Wed May 13 06:24:44 UTC 2026","18905","","","","","","Home Page - Navigate to customer signup page",""
"passed","Wed May 13 06:22:05 UTC 2026","Wed May 13 06:22:32 UTC 2026","27156","","","","","","Agent Signup - Successful agent signup",""
"passed","Wed May 13 06:24:01 UTC 2026","Wed May 13 06:24:22 UTC 2026","20219","","","","","","Home Page - Change language to Russian",""
"passed","Wed May 13 06:24:41 UTC 2026","Wed May 13 06:25:01 UTC 2026","20268","","","","","","Home Page - Navigate to agent signup page",""
"passed","Wed May 13 06:22:54 UTC 2026","Wed May 13 06:23:14 UTC 2026","20182","","","","","","Customer Signup - Last name field validation on customer signup",""
"passed","Wed May 13 06:25:07 UTC 2026","Wed May 13 06:25:18 UTC 2026","11045","","","","","","Home Page - Navigate to affiliate program page",""
"passed","Wed May 13 06:22:30 UTC 2026","Wed May 13 06:22:48 UTC 2026","18266","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Wed May 13 06:22:15 UTC 2026","Wed May 13 06:22:34 UTC 2026","18931","","","","","","Home Page - Navigate to tours booking page",""
"passed","Wed May 13 06:25:01 UTC 2026","Wed May 13 06:25:18 UTC 2026","16401","","","","","","Home Page - Download app section is displayed",""
