"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 13 06:24:53 UTC 2026","Wed May 13 06:25:09 UTC 2026","16230","","","","","","Home Page - Navigate to investors page",""
"passed","Wed May 13 06:22:34 UTC 2026","Wed May 13 06:22:51 UTC 2026","17265","","","","","","Home Page - Navigate to flight booking page",""
"passed","Wed May 13 06:23:47 UTC 2026","Wed May 13 06:24:06 UTC 2026","19122","","","","","","Home Page - Navigate to blogs page",""
"passed","Wed May 13 06:22:27 UTC 2026","Wed May 13 06:22:54 UTC 2026","26796","","","","","","Customer Signup - First name field validation on customer signup",""
"passed","Wed May 13 06:21:51 UTC 2026","Wed May 13 06:22:15 UTC 2026","23933","","","","","","Home Page - Home page loads successfully",""
"passed","Wed May 13 06:22:33 UTC 2026","Wed May 13 06:22:50 UTC 2026","17540","","","","","","Home Page - Navigate to cars booking page",""
"passed","Wed May 13 06:22:05 UTC 2026","Wed May 13 06:22:31 UTC 2026","25866","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Wed May 13 06:23:27 UTC 2026","Wed May 13 06:23:43 UTC 2026","16558","","","","","","Home Page - Navigate to best travel deals page",""
"passed","Wed May 13 06:23:09 UTC 2026","Wed May 13 06:23:27 UTC 2026","17717","","","","","","Home Page - Navigate to travel documents page",""
"passed","Wed May 13 06:22:05 UTC 2026","Wed May 13 06:22:30 UTC 2026","25035","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Wed May 13 06:24:44 UTC 2026","Wed May 13 06:25:07 UTC 2026","22702","","","","","","Home Page - All quick search tabs are visible",""
"passed","Wed May 13 06:24:01 UTC 2026","Wed May 13 06:24:17 UTC 2026","16217","","","","","","Home Page - Navigate to file a claim page",""
"passed","Wed May 13 06:24:22 UTC 2026","Wed May 13 06:24:41 UTC 2026","19508","","","","","","Home Page - Navigate to login page",""
"passed","Wed May 13 06:23:43 UTC 2026","Wed May 13 06:24:01 UTC 2026","17822","","","","","","Home Page - Navigate to refund policy page",""
"passed","Wed May 13 06:22:51 UTC 2026","Wed May 13 06:23:08 UTC 2026","17162","","","","","","Home Page - Navigate to contact us page",""
"passed","Wed May 13 06:23:27 UTC 2026","Wed May 13 06:23:47 UTC 2026","19482","","","","","","Home Page - Navigate to become a supplier page",""
"passed","Wed May 13 06:22:31 UTC 2026","Wed May 13 06:22:49 UTC 2026","18311","","","","","","Agent Signup - Last name field validation on agent signup",""
"passed","Wed May 13 06:23:07 UTC 2026","Wed May 13 06:23:25 UTC 2026","17778","","","","","","Home Page - Navigate to about us page",""
"passed","Wed May 13 06:22:50 UTC 2026","Wed May 13 06:23:07 UTC 2026","17336","","","","","","Home Page - Navigate to stays booking page",""
"passed","Wed May 13 06:22:15 UTC 2026","Wed May 13 06:22:33 UTC 2026","17822","","","","","","Home Page - Navigate to visa booking page",""
