"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 12 07:42:00 UTC 2026","Tue May 12 07:42:19 UTC 2026","19432","","","","","","Home Page - Navigate to accessibility page",""
"passed","Tue May 12 07:43:02 UTC 2026","Tue May 12 07:43:19 UTC 2026","17810","","","","","","Home Page - Navigate to contact us page",""
"passed","Tue May 12 07:42:19 UTC 2026","Tue May 12 07:42:37 UTC 2026","18071","","","","","","Home Page - Navigate to FAQ page",""
"passed","Tue May 12 07:45:07 UTC 2026","Tue May 12 07:45:24 UTC 2026","16612","","","","","","Home Page - Navigate to investors page",""
"passed","Tue May 12 07:42:45 UTC 2026","Tue May 12 07:43:16 UTC 2026","30799","","","","","","Agent Signup - Successful agent signup",""
"passed","Tue May 12 07:42:18 UTC 2026","Tue May 12 07:42:40 UTC 2026","21263","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Tue May 12 07:44:31 UTC 2026","Tue May 12 07:44:49 UTC 2026","17732","","","","","","Home Page - Navigate to how to book page",""
"passed","Tue May 12 07:44:12 UTC 2026","Tue May 12 07:44:31 UTC 2026","19328","","","","","","Home Page - Change language to Russian",""
"passed","Tue May 12 07:43:35 UTC 2026","Tue May 12 07:43:54 UTC 2026","18636","","","","","","Home Page - Navigate to privacy policy page",""
"passed","Tue May 12 07:42:20 UTC 2026","Tue May 12 07:42:39 UTC 2026","19113","","","","","","Home Page - Navigate to visa booking page",""
"passed","Tue May 12 07:43:13 UTC 2026","Tue May 12 07:43:37 UTC 2026","23394","","","","","","Agent Signup - Last name field validation on agent signup",""
"passed","Tue May 12 07:42:37 UTC 2026","Tue May 12 07:42:58 UTC 2026","20754","","","","","","Home Page - Navigate to disruptions page",""
"passed","Tue May 12 07:42:45 UTC 2026","Tue May 12 07:43:13 UTC 2026","28169","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Tue May 12 07:44:49 UTC 2026","Tue May 12 07:45:09 UTC 2026","20179","","","","","","Home Page - Navigate to agent signup page",""
"passed","Tue May 12 07:44:31 UTC 2026","Tue May 12 07:44:49 UTC 2026","17161","","","","","","Home Page - Navigate to login page",""
"passed","Tue May 12 07:43:54 UTC 2026","Tue May 12 07:44:12 UTC 2026","17893","","","","","","Home Page - Navigate to terms of use page",""
"passed","Tue May 12 07:42:00 UTC 2026","Tue May 12 07:42:21 UTC 2026","20765","","","","","","Home Page - Header navigation links are present",""
"passed","Tue May 12 07:44:34 UTC 2026","Tue May 12 07:44:53 UTC 2026","19582","","","","","","Home Page - Navigate to customer signup page",""
"passed","Tue May 12 07:42:58 UTC 2026","Tue May 12 07:43:17 UTC 2026","19273","","","","","","Home Page - Navigate to travel insurance page",""
"passed","Tue May 12 07:44:14 UTC 2026","Tue May 12 07:44:34 UTC 2026","20092","","","","","","Home Page - Change currency to NGN",""
"passed","Tue May 12 07:41:52 UTC 2026","Tue May 12 07:42:17 UTC 2026","25654","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"passed","Tue May 12 07:41:52 UTC 2026","Tue May 12 07:42:18 UTC 2026","26673","","","","","","Customer Signup - Successful customer signup",""
"passed","Tue May 12 07:42:39 UTC 2026","Tue May 12 07:42:58 UTC 2026","19241","","","","","","Home Page - Navigate to cars booking page",""
"passed","Tue May 12 07:43:16 UTC 2026","Tue May 12 07:43:39 UTC 2026","23124","","","","","","Agent Signup - Email field validation on agent signup",""
"passed","Tue May 12 07:43:56 UTC 2026","Tue May 12 07:44:14 UTC 2026","17626","","","","","","Home Page - Navigate to blogs page",""
"passed","Tue May 12 07:42:45 UTC 2026","Tue May 12 07:43:14 UTC 2026","29428","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Tue May 12 07:43:14 UTC 2026","Tue May 12 07:43:38 UTC 2026","24012","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Tue May 12 07:44:12 UTC 2026","Tue May 12 07:44:31 UTC 2026","18792","","","","","","Home Page - Navigate to file a claim page",""
"passed","Tue May 12 07:45:16 UTC 2026","Tue May 12 07:45:28 UTC 2026","12346","","","","","","Home Page - Navigate to affiliate program page",""
"passed","Tue May 12 07:45:09 UTC 2026","Tue May 12 07:45:27 UTC 2026","18494","","","","","","Home Page - Download app section is displayed",""
"passed","Tue May 12 07:42:21 UTC 2026","Tue May 12 07:42:40 UTC 2026","19056","","","","","","Home Page - Navigate to tours booking page",""
"passed","Tue May 12 07:43:19 UTC 2026","Tue May 12 07:43:39 UTC 2026","19754","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Tue May 12 07:41:52 UTC 2026","Tue May 12 07:42:17 UTC 2026","25250","","","","","","Customer Signup - First name field validation on customer signup",""
"passed","Tue May 12 07:43:36 UTC 2026","Tue May 12 07:43:54 UTC 2026","17923","","","","","","Home Page - Navigate to best travel deals page",""
"passed","Tue May 12 07:42:58 UTC 2026","Tue May 12 07:43:18 UTC 2026","19457","","","","","","Home Page - Navigate to stays booking page",""
"passed","Tue May 12 07:43:18 UTC 2026","Tue May 12 07:43:35 UTC 2026","17569","","","","","","Home Page - Navigate to about us page",""
"passed","Tue May 12 07:44:53 UTC 2026","Tue May 12 07:45:16 UTC 2026","22513","","","","","","Home Page - All quick search tabs are visible",""
"passed","Tue May 12 07:43:54 UTC 2026","Tue May 12 07:44:12 UTC 2026","18523","","","","","","Home Page - Navigate to refund policy page",""
"passed","Tue May 12 07:42:00 UTC 2026","Tue May 12 07:42:20 UTC 2026","20300","","","","","","Home Page - Home page loads successfully",""
"passed","Tue May 12 07:43:39 UTC 2026","Tue May 12 07:43:56 UTC 2026","16648","","","","","","Home Page - Navigate to become a supplier page",""
"passed","Tue May 12 07:43:17 UTC 2026","Tue May 12 07:43:36 UTC 2026","18481","","","","","","Home Page - Navigate to travel documents page",""
"passed","Tue May 12 07:42:17 UTC 2026","Tue May 12 07:42:39 UTC 2026","21909","","","","","","Customer Signup - Password field validation on customer signup",""
"passed","Tue May 12 07:42:40 UTC 2026","Tue May 12 07:43:02 UTC 2026","22053","","","","","","Home Page - Navigate to flight booking page",""
"passed","Tue May 12 07:44:49 UTC 2026","Tue May 12 07:45:07 UTC 2026","18073","","","","","","Home Page - Navigate to careers page",""
"passed","Tue May 12 07:42:17 UTC 2026","Tue May 12 07:42:40 UTC 2026","22435","","","","","","Customer Signup - Last name field validation on customer signup",""
