"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 15 06:28:24 UTC 2026","Fri May 15 06:28:30 UTC 2026","6186","","","","","","Home Page - Navigate to refund policy page",""
"broken","Fri May 15 07:05:31 UTC 2026","Fri May 15 07:08:45 UTC 2026","194666","","","","","","Home Page - Change currency to NGN",""
"broken","Fri May 15 07:08:31 UTC 2026","Fri May 15 07:11:20 UTC 2026","169111","","","","","","Home Page - Navigate to become a supplier page",""
"broken","Fri May 15 06:59:13 UTC 2026","Fri May 15 07:02:08 UTC 2026","175436","","","","","","Home Page - Navigate to customer signup page",""
"passed","Fri May 15 06:28:42 UTC 2026","Fri May 15 06:28:47 UTC 2026","5799","","","","","","Home Page - Navigate to careers page",""
"passed","Fri May 15 06:28:30 UTC 2026","Fri May 15 06:28:36 UTC 2026","5490","","","","","","Home Page - Navigate to file a claim page",""
"broken","Fri May 15 06:42:22 UTC 2026","Fri May 15 06:45:17 UTC 2026","175148","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Fri May 15 06:28:04 UTC 2026","Fri May 15 06:28:11 UTC 2026","6279","","","","","","Home Page - Navigate to travel insurance page",""
"broken","Fri May 15 07:11:31 UTC 2026","Fri May 15 07:14:17 UTC 2026","165891","","","","","","Home Page - Navigate to about us page",""
"passed","Fri May 15 06:28:18 UTC 2026","Fri May 15 06:28:24 UTC 2026","5986","","","","","","Home Page - Navigate to best travel deals page",""
"broken","Fri May 15 06:42:24 UTC 2026","Fri May 15 06:45:20 UTC 2026","175714","","","","","","Agent Signup - Successful agent signup",""
"passed","Fri May 15 06:28:47 UTC 2026","Fri May 15 06:28:54 UTC 2026","6181","","","","","","Home Page - Navigate to investors page",""
"broken","Fri May 15 06:39:17 UTC 2026","Fri May 15 06:42:17 UTC 2026","179627","","","","","","Customer Signup - Password field validation on customer signup",""
"broken","Fri May 15 06:39:27 UTC 2026","Fri May 15 06:42:22 UTC 2026","174996","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Fri May 15 06:27:58 UTC 2026","Fri May 15 06:28:04 UTC 2026","5991","","","","","","Home Page - Navigate to disruptions page",""
"broken","Fri May 15 06:42:16 UTC 2026","Fri May 15 06:45:13 UTC 2026","176719","","","","","","Customer Signup - Email field validation on customer signup",""
"broken","Fri May 15 06:39:27 UTC 2026","Fri May 15 06:42:24 UTC 2026","176505","","","","","","Agent Signup - Password field validation on agent signup",""
"broken","Fri May 15 07:08:45 UTC 2026","Fri May 15 07:11:31 UTC 2026","165991","","","","","","Home Page - Navigate to privacy policy page",""
"broken","Fri May 15 07:02:09 UTC 2026","Fri May 15 07:05:31 UTC 2026","201558","","","","","","Home Page - Navigate to visa booking page",""
"broken","Fri May 15 06:39:17 UTC 2026","Fri May 15 06:42:13 UTC 2026","175660","","","","","","Customer Signup - Successful customer signup",""
"broken","Fri May 15 07:11:20 UTC 2026","Fri May 15 07:14:07 UTC 2026","166425","","","","","","Home Page - Navigate to tours booking page",""
"broken","Fri May 15 06:59:13 UTC 2026","Fri May 15 07:02:09 UTC 2026","176277","","","","","","Home Page - Navigate to stays booking page",""
"broken","Fri May 15 06:42:26 UTC 2026","Fri May 15 06:45:20 UTC 2026","174848","","","","","","Agent Signup - Last name field validation on agent signup",""
"broken","Fri May 15 07:10:45 UTC 2026","Fri May 15 07:13:31 UTC 2026","166255","","","","","","Home Page - Navigate to flight booking page",""
"passed","Fri May 15 06:27:42 UTC 2026","Fri May 15 06:27:58 UTC 2026","15881","","","","","","Home Page - Navigate to FAQ page",""
"passed","Fri May 15 06:28:11 UTC 2026","Fri May 15 06:28:18 UTC 2026","7685","","","","","","Home Page - Navigate to travel documents page",""
"broken","Fri May 15 07:05:03 UTC 2026","Fri May 15 07:08:15 UTC 2026","192912","","","","","","Home Page - Change language to Russian",""
"broken","Fri May 15 06:42:17 UTC 2026","Fri May 15 06:45:14 UTC 2026","177227","","","","","","Customer Signup - First name field validation on customer signup",""
"failed","Fri May 15 07:08:15 UTC 2026","Fri May 15 07:08:31 UTC 2026","15646","","","","","","Home Page - All quick search tabs are visible",""
"passed","Fri May 15 06:28:36 UTC 2026","Fri May 15 06:28:42 UTC 2026","5732","","","","","","Home Page - Navigate to how to book page",""
"broken","Fri May 15 06:59:13 UTC 2026","Fri May 15 07:02:10 UTC 2026","176598","","","","","","Home Page - Navigate to cars booking page",""
"passed","Fri May 15 06:34:50 UTC 2026","Fri May 15 06:34:57 UTC 2026","6822","","","","","","Home Page - Navigate to login page",""
"broken","Fri May 15 06:39:27 UTC 2026","Fri May 15 06:42:25 UTC 2026","178226","","","","","","Agent Signup - Email field validation on agent signup",""
"broken","Fri May 15 06:42:13 UTC 2026","Fri May 15 06:45:09 UTC 2026","176327","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"broken","Fri May 15 07:02:10 UTC 2026","Fri May 15 07:05:07 UTC 2026","177960","","","","","","Home Page - Navigate to terms of use page",""
"broken","Fri May 15 07:07:57 UTC 2026","Fri May 15 07:10:45 UTC 2026","167745","","","","","","Home Page - Navigate to agent signup page",""
"passed","Fri May 15 06:27:21 UTC 2026","Fri May 15 06:27:43 UTC 2026","22395","","","","","","Home Page - Header navigation links are present",""
"broken","Fri May 15 06:39:17 UTC 2026","Fri May 15 06:42:16 UTC 2026","178809","","","","","","Customer Signup - Last name field validation on customer signup",""
"broken","Fri May 15 07:05:07 UTC 2026","Fri May 15 07:07:57 UTC 2026","169973","","","","","","Home Page - Navigate to contact us page",""
"passed","Fri May 15 06:29:00 UTC 2026","Fri May 15 06:29:07 UTC 2026","7182","","","","","","Home Page - Download app section is displayed",""
"passed","Fri May 15 06:41:12 UTC 2026","Fri May 15 06:41:19 UTC 2026","6847","","","","","","Home Page - Navigate to blogs page",""
"passed","Fri May 15 06:28:54 UTC 2026","Fri May 15 06:29:00 UTC 2026","6130","","","","","","Home Page - Navigate to affiliate program page",""
"broken","Fri May 15 07:02:08 UTC 2026","Fri May 15 07:05:03 UTC 2026","174146","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Fri May 15 06:27:21 UTC 2026","Fri May 15 06:27:43 UTC 2026","22502","","","","","","Home Page - Home page loads successfully",""
"passed","Fri May 15 06:27:21 UTC 2026","Fri May 15 06:27:42 UTC 2026","21544","","","","","","Home Page - Navigate to accessibility page",""
