"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 10 06:00:54 UTC 2026","Sun May 10 06:01:14 UTC 2026","19762","","","","","","Home Page - Change language to Russian",""
"passed","Sun May 10 05:59:18 UTC 2026","Sun May 10 05:59:41 UTC 2026","23191","","","","","","Customer Signup - Last name field validation on customer signup",""
"passed","Sun May 10 06:01:12 UTC 2026","Sun May 10 06:01:30 UTC 2026","18128","","","","","","Home Page - Navigate to how to book page",""
"passed","Sun May 10 05:58:42 UTC 2026","Sun May 10 05:59:02 UTC 2026","20182","","","","","","Home Page - Navigate to accessibility page",""
"passed","Sun May 10 06:00:54 UTC 2026","Sun May 10 06:01:12 UTC 2026","17749","","","","","","Home Page - Navigate to file a claim page",""
"broken","Sun May 10 05:59:08 UTC 2026","Sun May 10 05:59:08 UTC 2026","0","","runner.cucumber.CucumberRunner","","runner.cucumber.CucumberRunner","","CucumberRunner",""
"passed","Sun May 10 05:59:20 UTC 2026","Sun May 10 05:59:41 UTC 2026","21703","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Sun May 10 05:58:53 UTC 2026","Sun May 10 05:59:18 UTC 2026","25431","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"passed","Sun May 10 06:00:01 UTC 2026","Sun May 10 06:00:18 UTC 2026","16878","","","","","","Home Page - Navigate to travel documents page",""
"passed","Sun May 10 06:01:30 UTC 2026","Sun May 10 06:01:47 UTC 2026","17101","","","","","","Home Page - Navigate to careers page",""
"passed","Sun May 10 06:00:36 UTC 2026","Sun May 10 06:00:54 UTC 2026","18049","","","","","","Home Page - Navigate to refund policy page",""
"passed","Sun May 10 05:59:20 UTC 2026","Sun May 10 05:59:44 UTC 2026","23469","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Sun May 10 05:59:26 UTC 2026","Sun May 10 05:59:42 UTC 2026","16780","","","","","","Home Page - Navigate to flight booking page",""
"passed","Sun May 10 05:58:42 UTC 2026","Sun May 10 05:59:05 UTC 2026","23156","","","","","","Home Page - Home page loads successfully",""
"passed","Sun May 10 06:01:58 UTC 2026","Sun May 10 06:02:10 UTC 2026","12052","","","","","","Home Page - Navigate to affiliate program page",""
"passed","Sun May 10 06:01:31 UTC 2026","Sun May 10 06:01:54 UTC 2026","22761","","","","","","Home Page - Navigate to agent signup page",""
"passed","Sun May 10 06:00:18 UTC 2026","Sun May 10 06:00:38 UTC 2026","20125","","","","","","Home Page - Navigate to become a supplier page",""
"passed","Sun May 10 06:01:34 UTC 2026","Sun May 10 06:01:58 UTC 2026","24042","","","","","","Home Page - All quick search tabs are visible",""
"passed","Sun May 10 06:00:18 UTC 2026","Sun May 10 06:00:36 UTC 2026","17957","","","","","","Home Page - Navigate to best travel deals page",""
"passed","Sun May 10 05:58:53 UTC 2026","Sun May 10 05:59:20 UTC 2026","27137","","","","","","Customer Signup - Successful customer signup",""
"passed","Sun May 10 05:59:41 UTC 2026","Sun May 10 06:00:00 UTC 2026","19300","","","","","","Home Page - Navigate to stays booking page",""
"passed","Sun May 10 05:58:50 UTC 2026","Sun May 10 05:59:20 UTC 2026","29558","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Sun May 10 05:59:42 UTC 2026","Sun May 10 06:00:01 UTC 2026","18346","","","","","","Home Page - Navigate to contact us page",""
"passed","Sun May 10 05:58:42 UTC 2026","Sun May 10 05:59:06 UTC 2026","24182","","","","","","Home Page - Header navigation links are present",""
"passed","Sun May 10 06:00:00 UTC 2026","Sun May 10 06:00:18 UTC 2026","17190","","","","","","Home Page - Navigate to about us page",""
"passed","Sun May 10 05:58:50 UTC 2026","Sun May 10 05:59:20 UTC 2026","29704","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Sun May 10 05:59:24 UTC 2026","Sun May 10 05:59:41 UTC 2026","17415","","","","","","Home Page - Navigate to cars booking page",""
"passed","Sun May 10 05:59:20 UTC 2026","Sun May 10 05:59:46 UTC 2026","25670","","","","","","Agent Signup - Last name field validation on agent signup",""
"passed","Sun May 10 06:01:47 UTC 2026","Sun May 10 06:02:05 UTC 2026","17754","","","","","","Home Page - Navigate to investors page",""
"passed","Sun May 10 06:00:38 UTC 2026","Sun May 10 06:00:55 UTC 2026","17193","","","","","","Home Page - Navigate to blogs page",""
"passed","Sun May 10 05:59:21 UTC 2026","Sun May 10 05:59:47 UTC 2026","25540","","","","","","Agent Signup - Email field validation on agent signup",""
"passed","Sun May 10 05:58:50 UTC 2026","Sun May 10 05:59:21 UTC 2026","30776","","","","","","Agent Signup - Successful agent signup",""
"passed","Sun May 10 06:00:17 UTC 2026","Sun May 10 06:00:37 UTC 2026","19353","","","","","","Home Page - Navigate to privacy policy page",""
"passed","Sun May 10 05:59:02 UTC 2026","Sun May 10 05:59:21 UTC 2026","18772","","","","","","Home Page - Navigate to FAQ page",""
"passed","Sun May 10 06:00:55 UTC 2026","Sun May 10 06:01:15 UTC 2026","19541","","","","","","Home Page - Change currency to NGN",""
"passed","Sun May 10 06:01:14 UTC 2026","Sun May 10 06:01:31 UTC 2026","17154","","","","","","Home Page - Navigate to login page",""
"passed","Sun May 10 06:01:54 UTC 2026","Sun May 10 06:02:10 UTC 2026","16674","","","","","","Home Page - Download app section is displayed",""
"passed","Sun May 10 05:58:53 UTC 2026","Sun May 10 05:59:18 UTC 2026","25383","","","","","","Customer Signup - First name field validation on customer signup",""
"passed","Sun May 10 05:59:05 UTC 2026","Sun May 10 05:59:26 UTC 2026","20523","","","","","","Home Page - Navigate to visa booking page",""
"passed","Sun May 10 06:00:01 UTC 2026","Sun May 10 06:00:17 UTC 2026","16532","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Sun May 10 05:59:06 UTC 2026","Sun May 10 05:59:24 UTC 2026","17642","","","","","","Home Page - Navigate to tours booking page",""
"passed","Sun May 10 06:01:15 UTC 2026","Sun May 10 06:01:34 UTC 2026","19456","","","","","","Home Page - Navigate to customer signup page",""
"passed","Sun May 10 06:00:37 UTC 2026","Sun May 10 06:00:54 UTC 2026","17417","","","","","","Home Page - Navigate to terms of use page",""
"passed","Sun May 10 05:59:21 UTC 2026","Sun May 10 05:59:40 UTC 2026","19379","","","","","","Home Page - Navigate to disruptions page",""
"passed","Sun May 10 05:59:40 UTC 2026","Sun May 10 06:00:01 UTC 2026","20596","","","","","","Home Page - Navigate to travel insurance page",""
"passed","Sun May 10 05:59:18 UTC 2026","Sun May 10 05:59:40 UTC 2026","22082","","","","","","Customer Signup - Password field validation on customer signup",""
