"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 14 06:21:11 UTC 2026","Thu May 14 06:21:28 UTC 2026","16949","","","","","","Home Page - Navigate to blogs page",""
"passed","Thu May 14 06:20:19 UTC 2026","Thu May 14 06:20:34 UTC 2026","14968","","","","","","Home Page - Navigate to stays booking page",""
"passed","Thu May 14 06:20:35 UTC 2026","Thu May 14 06:20:52 UTC 2026","17062","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Thu May 14 06:19:45 UTC 2026","Thu May 14 06:20:02 UTC 2026","17808","","","","","","Home Page - Navigate to visa booking page",""
"passed","Thu May 14 06:21:03 UTC 2026","Thu May 14 06:21:21 UTC 2026","17545","","","","","","Home Page - Navigate to refund policy page",""
"passed","Thu May 14 06:31:38 UTC 2026","Thu May 14 06:31:59 UTC 2026","21537","","","","","","Agent Signup - Last name field validation on agent signup",""
"passed","Thu May 14 06:19:45 UTC 2026","Thu May 14 06:20:04 UTC 2026","19084","","","","","","Customer Signup - Last name field validation on customer signup",""
"passed","Thu May 14 06:22:16 UTC 2026","Thu May 14 06:22:29 UTC 2026","13162","","","","","","Home Page - Download app section is displayed",""
"passed","Thu May 14 06:20:14 UTC 2026","Thu May 14 06:20:32 UTC 2026","17605","","","","","","Home Page - Navigate to travel insurance page",""
"passed","Thu May 14 06:20:34 UTC 2026","Thu May 14 06:20:50 UTC 2026","16428","","","","","","Home Page - Navigate to about us page",""
"passed","Thu May 14 06:19:20 UTC 2026","Thu May 14 06:19:44 UTC 2026","23441","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"passed","Thu May 14 06:22:20 UTC 2026","Thu May 14 06:22:30 UTC 2026","9740","","","","","","Home Page - Navigate to affiliate program page",""
"passed","Thu May 14 06:20:50 UTC 2026","Thu May 14 06:21:08 UTC 2026","17523","","","","","","Home Page - Navigate to privacy policy page",""
"passed","Thu May 14 06:31:41 UTC 2026","Thu May 14 06:32:01 UTC 2026","19553","","","","","","Agent Signup - Email field validation on agent signup",""
"passed","Thu May 14 06:21:26 UTC 2026","Thu May 14 06:21:42 UTC 2026","16204","","","","","","Home Page - Change language to Russian",""
"passed","Thu May 14 06:19:59 UTC 2026","Thu May 14 06:20:14 UTC 2026","15388","","","","","","Home Page - Navigate to disruptions page",""
"passed","Thu May 14 06:20:49 UTC 2026","Thu May 14 06:21:03 UTC 2026","14232","","","","","","Home Page - Navigate to best travel deals page",""
"passed","Thu May 14 06:21:21 UTC 2026","Thu May 14 06:21:35 UTC 2026","14097","","","","","","Home Page - Navigate to file a claim page",""
"passed","Thu May 14 06:19:23 UTC 2026","Thu May 14 06:19:45 UTC 2026","21227","","","","","","Home Page - Home page loads successfully",""
"passed","Thu May 14 06:19:44 UTC 2026","Thu May 14 06:19:59 UTC 2026","14865","","","","","","Home Page - Navigate to FAQ page",""
"passed","Thu May 14 06:31:12 UTC 2026","Thu May 14 06:31:37 UTC 2026","25297","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Thu May 14 06:19:20 UTC 2026","Thu May 14 06:19:45 UTC 2026","24651","","","","","","Customer Signup - First name field validation on customer signup",""
"passed","Thu May 14 06:21:28 UTC 2026","Thu May 14 06:21:46 UTC 2026","18244","","","","","","Home Page - Change currency to NGN",""
"passed","Thu May 14 06:19:20 UTC 2026","Thu May 14 06:19:48 UTC 2026","27200","","","","","","Customer Signup - Successful customer signup",""
"passed","Thu May 14 06:19:48 UTC 2026","Thu May 14 06:20:05 UTC 2026","17840","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Thu May 14 06:20:02 UTC 2026","Thu May 14 06:20:19 UTC 2026","16328","","","","","","Home Page - Navigate to cars booking page",""
"passed","Thu May 14 06:21:35 UTC 2026","Thu May 14 06:21:50 UTC 2026","15098","","","","","","Home Page - Navigate to how to book page",""
"passed","Thu May 14 06:31:12 UTC 2026","Thu May 14 06:31:41 UTC 2026","29385","","","","","","Agent Signup - Successful agent signup",""
"passed","Thu May 14 06:21:58 UTC 2026","Thu May 14 06:22:16 UTC 2026","18235","","","","","","Home Page - Navigate to agent signup page",""
"passed","Thu May 14 06:19:23 UTC 2026","Thu May 14 06:19:44 UTC 2026","20466","","","","","","Home Page - Navigate to accessibility page",""
"passed","Thu May 14 06:20:21 UTC 2026","Thu May 14 06:20:35 UTC 2026","13648","","","","","","Home Page - Navigate to contact us page",""
"passed","Thu May 14 06:19:45 UTC 2026","Thu May 14 06:20:03 UTC 2026","18669","","","","","","Home Page - Navigate to tours booking page",""
"passed","Thu May 14 06:22:04 UTC 2026","Thu May 14 06:22:20 UTC 2026","15871","","","","","","Home Page - Navigate to investors page",""
"passed","Thu May 14 06:31:12 UTC 2026","Thu May 14 06:31:39 UTC 2026","26828","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Thu May 14 06:21:46 UTC 2026","Thu May 14 06:22:04 UTC 2026","17195","","","","","","Home Page - Navigate to customer signup page",""
"passed","Thu May 14 06:20:03 UTC 2026","Thu May 14 06:20:21 UTC 2026","18036","","","","","","Home Page - Navigate to flight booking page",""
"passed","Thu May 14 06:20:32 UTC 2026","Thu May 14 06:20:49 UTC 2026","16974","","","","","","Home Page - Navigate to travel documents page",""
"passed","Thu May 14 06:20:52 UTC 2026","Thu May 14 06:21:11 UTC 2026","19190","","","","","","Home Page - Navigate to become a supplier page",""
"passed","Thu May 14 06:19:23 UTC 2026","Thu May 14 06:19:45 UTC 2026","21163","","","","","","Home Page - Header navigation links are present",""
"passed","Thu May 14 06:19:44 UTC 2026","Thu May 14 06:20:03 UTC 2026","19168","","","","","","Customer Signup - Password field validation on customer signup",""
