"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 11 06:41:56 UTC 2026","Mon May 11 06:42:15 UTC 2026","18664","","","","","","Home Page - Download app section is displayed",""
"passed","Mon May 11 06:39:19 UTC 2026","Mon May 11 06:39:41 UTC 2026","22791","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Mon May 11 06:40:44 UTC 2026","Mon May 11 06:41:01 UTC 2026","17211","","","","","","Home Page - Navigate to refund policy page",""
"passed","Mon May 11 06:41:18 UTC 2026","Mon May 11 06:41:37 UTC 2026","18561","","","","","","Home Page - Navigate to how to book page",""
"passed","Mon May 11 06:41:01 UTC 2026","Mon May 11 06:41:18 UTC 2026","17144","","","","","","Home Page - Navigate to file a claim page",""
"passed","Mon May 11 06:41:38 UTC 2026","Mon May 11 06:42:03 UTC 2026","24372","","","","","","Home Page - All quick search tabs are visible",""
"passed","Mon May 11 06:40:27 UTC 2026","Mon May 11 06:40:44 UTC 2026","16698","","","","","","Home Page - Navigate to best travel deals page",""
"passed","Mon May 11 06:39:36 UTC 2026","Mon May 11 06:39:49 UTC 2026","12574","","","","","","Agent Signup - Email field validation on agent signup",""
"passed","Mon May 11 06:39:12 UTC 2026","Mon May 11 06:39:31 UTC 2026","18188","","","","","","Home Page - Navigate to tours booking page",""
"passed","Mon May 11 06:40:25 UTC 2026","Mon May 11 06:40:43 UTC 2026","17955","","","","","","Home Page - Navigate to privacy policy page",""
"passed","Mon May 11 06:40:26 UTC 2026","Mon May 11 06:40:45 UTC 2026","19068","","","","","","Home Page - Navigate to become a supplier page",""
"passed","Mon May 11 06:41:21 UTC 2026","Mon May 11 06:41:38 UTC 2026","17652","","","","","","Home Page - Navigate to customer signup page",""
"passed","Mon May 11 06:40:45 UTC 2026","Mon May 11 06:41:02 UTC 2026","16840","","","","","","Home Page - Navigate to blogs page",""
"passed","Mon May 11 06:40:21 UTC 2026","Mon May 11 06:40:37 UTC 2026","16226","","","","","","Customer Signup - Last name field validation on customer signup",""
"broken","Mon May 11 06:39:43 UTC 2026","Mon May 11 06:39:43 UTC 2026","0","","runner.cucumber.CucumberRunner","","runner.cucumber.CucumberRunner","","CucumberRunner",""
"passed","Mon May 11 06:39:31 UTC 2026","Mon May 11 06:39:47 UTC 2026","16271","","","","","","Home Page - Navigate to flight booking page",""
"passed","Mon May 11 06:39:31 UTC 2026","Mon May 11 06:39:49 UTC 2026","18043","","","","","","Home Page - Navigate to disruptions page",""
"passed","Mon May 11 06:41:54 UTC 2026","Mon May 11 06:42:12 UTC 2026","18467","","","","","","Home Page - Navigate to investors page",""
"passed","Mon May 11 06:40:01 UTC 2026","Mon May 11 06:40:22 UTC 2026","21251","","","","","","Customer Signup - Successful customer signup",""
"passed","Mon May 11 06:42:03 UTC 2026","Mon May 11 06:42:15 UTC 2026","12861","","","","","","Home Page - Navigate to affiliate program page",""
"passed","Mon May 11 06:38:53 UTC 2026","Mon May 11 06:39:22 UTC 2026","28447","","","","","","Agent Signup - Successful agent signup",""
"passed","Mon May 11 06:39:12 UTC 2026","Mon May 11 06:39:31 UTC 2026","18939","","","","","","Home Page - Navigate to FAQ page",""
"passed","Mon May 11 06:41:19 UTC 2026","Mon May 11 06:41:37 UTC 2026","17352","","","","","","Home Page - Navigate to login page",""
