"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 11 06:41:00 UTC 2026","Mon May 11 06:41:19 UTC 2026","18753","","","","","","Home Page - Change language to Russian",""
"passed","Mon May 11 06:40:22 UTC 2026","Mon May 11 06:40:38 UTC 2026","16277","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Mon May 11 06:41:37 UTC 2026","Mon May 11 06:41:54 UTC 2026","16954","","","","","","Home Page - Navigate to careers page",""
"passed","Mon May 11 06:40:07 UTC 2026","Mon May 11 06:40:27 UTC 2026","19894","","","","","","Home Page - Navigate to travel documents page",""
"passed","Mon May 11 06:38:50 UTC 2026","Mon May 11 06:39:12 UTC 2026","21509","","","","","","Home Page - Navigate to accessibility page",""
"passed","Mon May 11 06:39:30 UTC 2026","Mon May 11 06:39:48 UTC 2026","17677","","","","","","Home Page - Navigate to cars booking page",""
"passed","Mon May 11 06:40:06 UTC 2026","Mon May 11 06:40:26 UTC 2026","19756","","","","","","Home Page - Navigate to cookies policy page",""
"passed","Mon May 11 06:40:01 UTC 2026","Mon May 11 06:40:21 UTC 2026","20459","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"passed","Mon May 11 06:39:49 UTC 2026","Mon May 11 06:39:58 UTC 2026","8712","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Mon May 11 06:38:50 UTC 2026","Mon May 11 06:39:12 UTC 2026","22165","","","","","","Home Page - Home page loads successfully",""
"passed","Mon May 11 06:41:37 UTC 2026","Mon May 11 06:41:56 UTC 2026","19666","","","","","","Home Page - Navigate to agent signup page",""
"passed","Mon May 11 06:39:48 UTC 2026","Mon May 11 06:40:05 UTC 2026","17429","","","","","","Home Page - Navigate to contact us page",""
"passed","Mon May 11 06:39:49 UTC 2026","Mon May 11 06:40:07 UTC 2026","18446","","","","","","Home Page - Navigate to travel insurance page",""
"passed","Mon May 11 06:39:12 UTC 2026","Mon May 11 06:39:30 UTC 2026","18140","","","","","","Home Page - Navigate to visa booking page",""
"passed","Mon May 11 06:41:02 UTC 2026","Mon May 11 06:41:21 UTC 2026","18501","","","","","","Home Page - Change currency to NGN",""
"passed","Mon May 11 06:38:53 UTC 2026","Mon May 11 06:39:18 UTC 2026","24973","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Mon May 11 06:38:50 UTC 2026","Mon May 11 06:39:12 UTC 2026","21896","","","","","","Home Page - Header navigation links are present",""
"passed","Mon May 11 06:39:22 UTC 2026","Mon May 11 06:39:44 UTC 2026","21632","","","","","","Agent Signup - Last name field validation on agent signup",""
"passed","Mon May 11 06:40:05 UTC 2026","Mon May 11 06:40:25 UTC 2026","19879","","","","","","Home Page - Navigate to about us page",""
"passed","Mon May 11 06:40:01 UTC 2026","Mon May 11 06:40:21 UTC 2026","19867","","","","","","Customer Signup - First name field validation on customer signup",""
"passed","Mon May 11 06:40:43 UTC 2026","Mon May 11 06:41:00 UTC 2026","17083","","","","","","Home Page - Navigate to terms of use page",""
"passed","Mon May 11 06:40:21 UTC 2026","Mon May 11 06:40:38 UTC 2026","16972","","","","","","Customer Signup - Password field validation on customer signup",""
"passed","Mon May 11 06:39:47 UTC 2026","Mon May 11 06:40:06 UTC 2026","19355","","","","","","Home Page - Navigate to stays booking page",""
